proteinID,ligandID,mean,median,max,min,var,DATABASE_ID,DATABASE_NAME,SMILES,INCHI_IDENTIFIER,INCHI_KEY,FORMULA,MOLECULAR_WEIGHT,EXACT_MASS,JCHEM_ACCEPTOR_COUNT,JCHEM_ATOM_COUNT,JCHEM_AVERAGE_POLARIZABILITY,JCHEM_BIOAVAILABILITY,JCHEM_DONOR_COUNT,JCHEM_FORMAL_CHARGE,JCHEM_GHOSE_FILTER,JCHEM_IUPAC,ALOGPS_LOGP,JCHEM_LOGP,ALOGPS_LOGS,JCHEM_MDDR_LIKE_RULE,JCHEM_NUMBER_OF_RINGS,JCHEM_PHYSIOLOGICAL_CHARGE,JCHEM_PKA,JCHEM_PKA_STRONGEST_ACIDIC,JCHEM_PKA_STRONGEST_BASIC,JCHEM_POLAR_SURFACE_AREA,JCHEM_REFRACTIVITY,JCHEM_ROTATABLE_BOND_COUNT,JCHEM_RULE_OF_FIVE,ALOGPS_SOLUBILITY,JCHEM_TRADITIONAL_IUPAC,JCHEM_VEBER_RULE,DRUGBANK_ID,DRUG_GROUPS,GENERIC_NAME,SYNONYMS,PRODUCTS,JCHEM_AVERAGE_NEUTRAL_MICROSPECIES_CHARGE,JCHEM_NEUTRAL_CHARGE,SECONDARY_ACCESSION_NUMBERS,INTERNATIONAL_BRANDS,SALTS
7RDY-no-extra,Glycyrrhetinic-acid-ChEBI,-14.445454545454544,-14.45,-14.1,-14.8,0.1030021141649053,DB13089,drugbank,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,"InChI=1S/C30H46O4/c1-25(2)21-8-11-30(7)23(28(21,5)10-9-22(25)32)20(31)16-18-19-17-27(4,24(33)34)13-12-26(19,3)14-15-29(18,30)6/h16,19,21-23,32H,8-15,17H2,1-7H3,(H,33,34)/t19-,21-,22-,23+,26+,27-,28-,29+,30+/m0/s1",MPDGHEJMBKOTSU-YKLVYJNSSA-N,C30H46O4,470.694,470.339609961,4,80,55.22401110526397,1,2,0,0,"(2S,4aS,6aS,6bR,8aR,10S,12aS,12bR,14bR)-10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-2-carboxylic acid",5.45,6.031328036333333,-5.44,0,5,-1,19.48941909028516,4.444331881347185,-0.8351069321304386,74.6,134.2685,1,0,1.72e-03 g/l,jintan,0,DB13089,investigational,Enoxolone,Enoxolona; Enoxolone; Glycyrrhetic Acid,nan,nan,n,nan,nan,Enoxolone aluminum; Enoxolone sodium; Potassium glycyrrhetinate
7RDY-no-extra,Mrv1652306131722002D-1704021541914,-14.43409090909091,-14.4,-13.7,-15.1,0.4367177589851995,DB06233,drugbank,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O,"InChI=1S/C53H84NO14P/c1-32-18-14-13-15-19-33(2)44(63-8)30-40-23-21-38(7)53(61,67-40)50(58)51(59)54-25-17-16-20-41(54)52(60)66-45(35(4)28-39-22-24-43(46(29-39)64-9)68-69(11,12)62)31-42(55)34(3)27-37(6)48(57)49(65-10)47(56)36(5)26-32/h13-15,18-19,27,32,34-36,38-41,43-46,48-49,57,61H,16-17,20-26,28-31H2,1-12H3/b15-13+,18-14+,33-19+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",BUROJSBIWGDYCN-GAUTUEMISA-N,C53H84NO14P,990.222,989.562943387,12,153,107.24545243966483,0,2,0,0,"(1R,2R,4S)-4-[(2R)-2-[(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.0^{4,9}]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl]-2-methoxycyclohexyl dimethylphosphinate",4.84,7.249830385333336,-6.09,1,4,0,13.437222826113864,9.96375284872515,-3.0082245188775714,201.49999999999994,267.98310000000004,8,0,8.05e-04 g/l,"(1R,2R,4S)-4-[(2R)-2-[(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.0^{4,9}]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl]-2-methoxycyclohexyl dimethylphosphinate",0,DB06233,investigational,Ridaforolimus,Deforolimus; Ridaforolimus,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv0541-02241205522D,-14.413636363636364,-14.45,-13.7,-14.8,0.1588794926004216,DB12700,drugbank,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O[C@]11CC[C@@H](C)CN1,"InChI=1S/C45H73NO15/c1-19-9-14-45(46-17-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-42-39(60-41-36(53)34(51)32(49)22(4)56-41)37(54)38(29(18-47)58-42)59-40-35(52)33(50)31(48)21(3)55-40/h7,19-22,24-42,46-54H,8-18H2,1-6H3/t19-,20+,21+,22+,24+,25-,26+,27+,28+,29-,30+,31+,32+,33-,34-,35-,36-,37+,38-,39-,40+,41+,42-,43+,44+,45-/m1/s1",MBWUSSKCCUMJHO-ZGXDEBHDSA-N,C45H73NO15,868.0588,867.498020671,16,134,96.27505634056907,0,9,0,0,"(2S,3R,4R,5R,6S)-2-{[(2R,3S,4S,5R,6R)-4-hydroxy-2-(hydroxymethyl)-6-[(1S,2S,4S,5'R,6R,7S,8R,9S,12S,13R,16S)-5',7,9,13-tetramethyl-5-oxaspiro[pentacyclo[10.8.0.0^{2,9}.0^{4,8}.0^{13,18}]icosane-6,2'-piperidin]-18-eneoxy]-5-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}oxan-3-yl]oxy}-6-methyloxane-3,4,5-triol",1.52,1.3911905436666674,-3.64,1,9,1,12.373951471612843,11.88593874237386,9.53968073522942,238.47999999999996,216.09930000000008,7,0,1.98e-01 g/l,tetrahydrofolic acid,0,DB12700,investigational,Solamargine,nan,nan,0.9971015414827212,1,nan,nan,nan
7RDY-no-extra,Mrv1909-11302222542D,-14.354545454545455,-14.45,-13.2,-15.0,0.4574207188160687,DB17273,drugbank,[H][C@]12CC(=O)O[C@@]1([H])C1=C([C@H](C)O2)C(=O)C2=C(C(O)=C3[C@H]4C[C@@H](O[C@H]5CC[C@H](O)[C@H](C)O5)[C@@](O)([C@@H](C)O4)C3=C2O)C1=O,"InChI=1S/C28H30O12/c1-8-11(29)4-5-16(37-8)39-14-6-12-18-22(28(14,35)10(3)38-12)26(34)20-19(24(18)32)25(33)21-17(23(20)31)9(2)36-13-7-15(30)40-27(13)21/h8-14,16,27,29,32,34-35H,4-7H2,1-3H3/t8-,9-,10+,11-,12+,13-,14+,16-,27+,28-/m0/s1",HLNZYALGGXMQQC-VHAJSWNUSA-N,C28H30O12,558.536,558.173726406,11,70,58.00032298511716,0,4,0,0,"(1R,7S,11S,13S,19S,20R,23R)-3,17,19-trihydroxy-23-{[(2S,5S,6S)-5-hydroxy-6-methyloxan-2-yl]oxy}-13,20-dimethyl-8,12,21-trioxahexacyclo[17.2.2.0^{2,18}.0^{4,16}.0^{6,14}.0^{7,11}]tricosa-2,4(16),6(14),17-tetraene-5,9,15-trione",1.76,1.3441687736666683,-2.43,0,7,0,10.152164065430009,8.081310946027187,-3.1508467871415227,178.27999999999997,133.72850000000005,2,0,2.07e+00 g/l,"2,2-dimethyl-4-[(3R)-3-({[3-(methylamino)phenyl]carbamoyl}amino)-2-oxo-5-(pyridin-2-yl)-3H-1,4-benzodiazepin-1-yl]-3-oxobutyl acetate",0,DB17273,investigational,Granaticin B,"8,11-ethanofuro(2,3-e)naphtho(2,3-c:6,7-c')dipyran-2,6,13(9h)-trione, 3,3a,5,8,11,13b-hexahydro-7,8,12-trihydroxy-5,9-dimethyl-15-(((2s,5s,6s)-tetrahydro-5-hydroxy-6-methyl-2h-pyran-2-yl)oxy)-, (3as,5s,8s,9r,11r,13bs,15r)-",nan,-0.07740643968431263,0,nan,nan,nan
7RDY-no-extra,Mrv1909-05212117472D,-14.35,-14.35,-14.1,-14.6,0.063953488372093,DB14722,drugbank,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2CO[P@](S)(=O)O[C@@H]3[C@H](O)[C@@H](CO[P@](S)(=O)O[C@H]2[C@H]1O)O[C@H]3N1C=NC2=C1N=CN=C2N,"InChI=1S/C20H24N10O10P2S2/c21-15-9-17(25-3-23-15)29(5-27-9)19-12(32)13-8(38-19)2-36-42(34,44)40-14-11(31)7(1-35-41(33,43)39-13)37-20(14)30-6-28-10-16(22)24-4-26-18(10)30/h3-8,11-14,19-20,31-32H,1-2H2,(H,33,43)(H,34,44)(H2,21,23,25)(H2,22,24,26)/t7-,8-,11-,12-,13-,14-,19-,20-,41-,42-/m1/s1",IZJJFUQKKZFVLH-YBVMPXGUSA-N,C20H24N10O10P2S2,690.54,690.059353357,14,68,60.548035788535614,0,6,0,0,"(1R,3R,6R,8R,9R,10S,12R,15R,17R,18R)-8,17-bis(6-amino-9H-purin-9-yl)-9,18-dihydroxy-3,12-disulfanyl-2,4,7,11,13,16-hexaoxa-3lambda5,12lambda5-diphosphatricyclo[13.2.1.0^{6,10}]octadecane-3,12-dione",0.01,-7.600911529536527,-2.50,0,7,-2,0.6792460107055626,0.30832962599072933,5.222202540360031,269.22,148.56140000000002,2,0,2.19e+00 g/l,d-ephedrine,0,DB14722,investigational,ADU-S100,ADU-S100 free acid,nan,-1.9795395009627699,-2,nan,nan,ADU-S100 sodium
7RDY-no-extra,Mrv1718007201812002D,-14.34772727272727,-14.35,-13.9,-14.7,0.127204016913319,DB14555,drugbank,[H][C@@]12CC[C@]3(C)[C@]([H])(CCC4=C5CC(C)(C)CC[C@]5(C)[C@@H](O)C[C@@]34C)[C@@]1(C)CC[C@H](O)C2(C)C,"InChI=1S/C30H50O2/c1-25(2)15-16-27(5)20(17-25)19-9-10-22-28(6)13-12-23(31)26(3,4)21(28)11-14-29(22,7)30(19,8)18-24(27)32/h21-24,31-32H,9-18H2,1-8H3/t21-,22+,23-,24-,27-,28-,29+,30+/m0/s1",RTLXJEJRLWILSU-GWNGJUQLSA-N,C30H50O2,442.728,442.38108085,2,82,54.72720758866692,1,2,0,0,"(3S,4aR,6aR,6bS,8S,8aS,14aR,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,13,14,14a,14b-icosahydropicene-3,8-diol",6.33,6.128671942666669,-5.24,0,5,0,nan,19.489433389333936,-0.29632545105490393,40.46,133.1562,0,0,2.53e-03 g/l,"(3S,4aR,6aR,6bS,8S,8aS,14aR,14bR)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,13,14,14a-tetradecahydropicene-3,8-diol",0,DB14555,experimental,Ursadiol,Coflodiol,nan,nan,n,nan,nan,nan
7RDY-no-extra,Mrv1572004221603222D,-14.318181818181818,-14.35,-14.0,-14.6,0.0503594080338269,DB13307,drugbank,[H][C@@]1(CC[C@]2(O)[C@]3([H])CCC4=C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O)C1=COC(=O)C=C1,"InChI=1S/C30H42O8/c1-16-24(32)25(33)26(34)27(37-16)38-19-8-11-28(2)18(14-19)5-6-22-21(28)9-12-29(3)20(10-13-30(22,29)35)17-4-7-23(31)36-15-17/h4,7,14-16,19-22,24-27,32-35H,5-6,8-13H2,1-3H3/t16-,19-,20+,21-,22+,24-,25+,26+,27-,28-,29+,30-/m0/s1",MYEJFUXQJGHEQK-ALRJYLEOSA-N,C30H42O8,530.658,530.287968312,7,80,58.25788771805379,1,4,0,0,"5-[(1S,2R,5S,10R,11S,14S,15R)-11-hydroxy-2,15-dimethyl-5-{[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-14-yl]-2H-pyran-2-one",2.37,2.303163803333332,-4.09,0,6,0,13.272368886950634,12.22389822822514,0.2957971495471319,125.68000000000002,140.0543,3,0,4.27e-02 g/l,proscillaridin,0,DB13307,experimental,Proscillaridin,Proscillaridin,nan,nan,n,nan,nan,nan
tmp,output.pdbqt,-14.3,-14.3,-14.3,-14.3,0.0,nan,nan,nan,nan,nan,nan,nan,nan,na,nan,nan,n,na,n,n,nan,nan,nan,nan,n,n,n,nan,nan,nan,nan,nan,na,n,nan,nan,n,nan,nan,nan,nan,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv1909-05201915052D-1704021549512,-14.25,-14.25,-13.7,-14.8,0.3002325581395366,DB15257,drugbank,CC1(C)CCC2(CC1)N[C@H]([C@H](C1=C(F)C(Cl)=NC=C1)[C@]21C(=O)NC2=CC(Cl)=CC=C12)C(=O)N[C@@H]1CC[C@H](OC1)C(N)=O,"InChI=1S/C30H34Cl2FN5O4/c1-28(2)8-10-29(11-9-28)30(18-5-3-15(31)13-19(18)37-27(30)41)21(17-7-12-35-24(32)22(17)33)23(38-29)26(40)36-16-4-6-20(25(34)39)42-14-16/h3,5,7,12-13,16,20-21,23,38H,4,6,8-11,14H2,1-2H3,(H2,34,39)(H,36,40)(H,37,41)/t16-,20+,21+,23-,30-/m1/s1",RYAYYVTWKAOAJF-QISPRATLSA-N,C30H34Cl2FN5O4,618.53,617.1971882,6,76,62.24897049015252,1,4,0,0,"(3'R,4'S,5'R)-N-[(3R,6S)-6-carbamoyloxan-3-yl]-6''-chloro-4'-(2-chloro-3-fluoropyridin-4-yl)-4,4-dimethyl-2''-oxo-1'',2''-dihydrodispiro[cyclohexane-1,2'-pyrrolidine-3',3''-indole]-5'-carboxamide",3.76,3.312882683,-5.15,0,6,1,13.414986356966695,12.738289782660013,8.967851995571245,135.44,156.81569999999996,4,0,4.41e-03 g/l,"(2R)-14-fluoro-2-methyl-6,9,10,19-tetraazapentacyclo[14.2.1.0^{2,6}.0^{8,18}.0^{12,17}]nonadeca-1(18),8,12(17),13,15-pentaen-11-one",0,DB15257,investigational,Milademetan,Milademetan,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv1909-07152216002D,-14.15,-14.15,-13.8,-14.5,0.1253488372093016,DB16824,drugbank,[H][C@@]12CC3=CC(OC4=CC=C(C[C@]5([H])N(C)CCC6=C5C(OC5=CC1=C(CCN2C)C=C5OC)=C1OCOC1=C6)C=C4)=C(OC)C=C3,"InChI=1S/C37H38N2O6/c1-38-13-11-24-18-31(41-4)33-20-27(24)28(38)16-23-7-10-30(40-3)32(17-23)44-26-8-5-22(6-9-26)15-29-35-25(12-14-39(29)2)19-34-36(37(35)45-33)43-21-42-34/h5-10,17-20,28-29H,11-16,21H2,1-4H3/t28-,29+/m1/s1",YVPXVXANRNDGTA-WDYNHAJCSA-N,C37H38N2O6,606.719,606.272986952,6,83,65.99830132215543,0,0,0,0,"(14S,27R)-22,33-dimethoxy-13,28-dimethyl-2,5,7,20-tetraoxa-13,28-diazaoctacyclo[25.6.2.2^{16,19}.1^{3,10}.1^{21,25}.0^{4,8}.0^{31,35}.0^{14,39}]nonatriaconta-1(34),3,8,10(39),16,18,21,23,25(36),31(35),32,37-dodecaene",5.31,6.416838633666666,-5.10,0,8,2,nan,nan,8.142673700348528,61.860000000000014,172.95509999999993,2,0,4.83e-03 g/l,"5-{[6-(1-cyclopropylpyrazol-4-yl)-[1,2,4]triazolo[4,3-b]pyridazin-3-yl]difluoromethyl}-6-fluoro-2-methylindazole",0,DB16824,investigational,Cepharanthine,Cepharanthin; Cepharanthine,nan,1.7009460549360529,2,nan,nan,nan
7RDY-no-extra,Mrv0541-02231216492D-1704021539189,-14.145454545454545,-14.15,-13.8,-14.4,0.0667230443974629,DB03276,drugbank,NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@H](\C=C\C[C@H](CNC1=O)CC1=CC=CC2=CC=CC=C12)C1=CC=C(C=C1)CP(O)(O)=O,"InChI=1S/C37H45N4O7P/c38-33(42)22-32-35(44)39-23-26(20-30-12-7-10-28-9-2-3-13-31(28)30)8-6-11-29(27-16-14-25(15-17-27)24-49(46,47)48)21-34(43)41-37(36(45)40-32)18-4-1-5-19-37/h2-3,6-7,9-17,26,29,32H,1,4-5,8,18-24H2,(H2,38,42)(H,39,44)(H,40,45)(H,41,43)(H2,46,47,48)/b11-6+/t26-,29-,32-/m0/s1",RHYFMOCFCFUTNH-GZNVFMSSSA-N,C37H45N4O7P,688.7496,688.302586326,7,94,70.12720086653754,0,6,0,0,"({4-[(10R,11E,14S,18S)-18-(carbamoylmethyl)-14-[(naphthalen-1-yl)methyl]-8,17,20-trioxo-7,16,19-triazaspiro[5.14]icos-11-en-10-yl]phenyl}methyl)phosphonic acid",2.54,2.5796857103333326,-5.92,1,5,-1,8.227323521595094,1.7343551261055408,-0.9420835776804517,187.91999999999996,186.90879999999996,7,0,8.25e-04 g/l,biotin,0,DB03276,experimental,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",nan,nan,-1.1059639588084236,-1,EXPT01283,nan,nan
7RDY-no-extra,Mrv1718005171816422D,-14.125,-14.1,-13.4,-14.8,0.4070348837209314,DB14037,drugbank,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@@]4(CC[C@@]3(C)[C@]1(C)C[C@@H](O)[C@@]1([H])[C@](C)(CO)[C@@H](O)[C@H](O)C[C@]21C)C(O)=O,"InChI=1S/C30H48O6/c1-16-9-10-30(25(35)36)12-11-28(5)18(22(30)17(16)2)7-8-21-26(3)13-20(33)24(34)27(4,15-31)23(26)19(32)14-29(21,28)6/h7,16-17,19-24,31-34H,8-15H2,1-6H3,(H,35,36)/t16-,17+,19-,20-,21-,22+,23-,24+,26-,27+,28-,29-,30+/m1/s1",PRAUVHZJPXOEIF-AOLYGAPISA-N,C30H48O6,504.708,504.345089266,6,84,57.47205405666678,1,5,0,0,"(1S,2R,4aS,6aS,6bR,8R,8aR,9R,10R,11R,12aR,12bR,14bS)-8,10,11-trihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid",3.52,2.9173658490000003,-4.15,0,5,-1,13.530807290751863,4.644743565244088,-2.789446682069287,118.22,138.4267,2,0,3.56e-02 g/l,madecassic acid,0,DB14037,experimental,Madecassic acid,6β-hydroxyasiatic acid; Brahmic acid,Callicos CellAwake Mask madecassol; Centella Scar Ylang Ylang; Karatica Im Cica Essence Pack; Troiareuke Acsen Recovery,nan,n,nan,nan,nan
7RDY-zinc,1199,-14.08409090909091,-14.05,-13.8,-14.4,0.0836945031712474,DB01199,drugbank,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-32(42-4)33-21-27(24)28(38)16-22-6-9-26(10-7-22)44-37-35-25(20-34(43-5)36(37)41)13-15-39(2,3)29(35)17-23-8-11-30(40)31(18-23)45-33/h6-11,18-21,28-29H,12-17H2,1-5H3,(H-,40,41)/p+1/t28-,29+/m0/s1",JFJZZMVDLULRGK-URLMMPGGSA-O,C37H41N2O6,609.7312,609.296462054,5,86,67.43344172962497,1,2,1,0,"(1S,16R)-9,21-dihydroxy-10,25-dimethoxy-15,15,30-trimethyl-7,23-dioxa-15,30-diazaheptacyclo[22.6.2.2^{3,6}.1^{8,12}.1^{18,22}.0^{27,31}.0^{16,34}]hexatriaconta-3,5,8(34),9,11,18(33),19,21,24,26,31,35-dodecaen-15-ium",3.12,3.234013992404232,-6.30,0,7,2,9.141576041608575,8.541543930479135,7.975523646790898,80.62,187.06359999999987,2,0,3.23e-04 g/l,tetrahydrofolic acid,0,DB01199,approved,Tubocurarine,"(+)-tubocurarine; 7',12'-dihydroxy-6,6'-dimethoxy-2,2',2'-trimethyltubocuraranium; d-tubocurarine; Tubocurarin; Tubocurarine; Tubocurarinum",Tubocurarine Chloride Inj 3mg/ml; Tubocurarine Chloride Inj 3mg/ml USP,1.8525381234759597,2,APRD00176,Tubarine,Tubocurarine chloride pentahydrate
7RDY-no-extra,Mrv1652310211600032D,-13.85,-13.6,-13.5,-14.3,0.1146969696969697,DB12352,drugbank,CC1=CNC2=C(O)C=C3N(C[C@@H](CCl)C3=C12)C(=O)C1=CC2=CC(NC(=O)NC3=CC=C4NC(=CC4=C3)C(=O)N3C[C@@H](CCl)C4=C5C(C)=CNC5=C(O)C=C34)=CC=C2N1,"InChI=1S/C43H36Cl2N8O5/c1-19-15-46-39-33(54)11-31-37(35(19)39)23(13-44)17-52(31)41(56)29-9-21-7-25(3-5-27(21)50-29)48-43(58)49-26-4-6-28-22(8-26)10-30(51-28)42(57)53-18-24(14-45)38-32(53)12-34(55)40-36(38)20(2)16-47-40/h3-12,15-16,23-24,46-47,50-51,54-55H,13-14,17-18H2,1-2H3,(H2,48,49,58)/t23-,24-/m1/s1",FONKWHRXTPJODV-DNQXCXABSA-N,C43H36Cl2N8O5,815.71,814.2185717,5,94,86.54700185882382,0,8,0,0,"1,3-bis({2-[(1S)-1-(chloromethyl)-5-hydroxy-8-methyl-1H,2H,3H,6H-pyrrolo[3,2-e]indole-3-carbonyl]-1H-indol-5-yl})urea",5.62,6.413981862333332,-5.31,1,10,0,9.043549091780791,8.443185986588738,-6.286749890269189,185.36999999999998,226.82099999999997,6,0,3.98e-03 g/l,"1,3-bis({2-[(1S)-1-(chloromethyl)-5-hydroxy-8-methyl-1H,2H,6H-pyrrolo[3,2-e]indole-3-carbonyl]-1H-indol-5-yl})urea",0,DB12352,investigational,Bizelesin,Bizelesin,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv1909-05201914272D-1704021549171,-13.85,-13.85,-13.7,-14.0,0.0230232558139537,DB14792,drugbank,CN1N=C2CSCC3=NN(C)C(CSC4=CC5=C(C=CC=C5)C(OCCCC5=C(N(C)C6=C5C=CC(Cl)=C6C2=C1C)C(O)=O)=C4)=C3,"InChI=1S/C35H34ClN5O3S2/c1-20-31-29(38-40(20)3)19-45-17-22-15-23(41(4)37-22)18-46-24-14-21-8-5-6-9-25(21)30(16-24)44-13-7-10-26-27-11-12-28(36)32(31)33(27)39(2)34(26)35(42)43/h5-6,8-9,11-12,14-16H,7,10,13,17-19H2,1-4H3,(H,42,43)",KBQCEQAXHPIRTF-UHFFFAOYSA-N,C35H34ClN5O3S2,672.26,671.17916,5,80,69.94179317101784,0,1,0,0,"17-chloro-5,13,14,22-tetramethyl-28-oxa-2,9-dithia-5,6,12,13,22-pentaazaheptacyclo[27.7.1.1^{4,7}.0^{11,15}.0^{16,21}.0^{20,24}.0^{30,35}]octatriaconta-1(36),4(38),6,11,14,16,18,20,23,29(37),30(35),31,33-tridecaene-23-carboxylic acid",6.11,6.496702562201227,-4.82,0,7,-1,nan,3.2411616873556333,2.005450807968175,87.10000000000001,211.6582999999999,1,0,1.02e-02 g/l,"(2R)-14-fluoro-2-methyl-6,9,10,19-tetraazapentacyclo[14.2.1.0^{2,6}.0^{8,18}.0^{12,17}]nonadeca-1(18),8,12(17),13,15-pentaen-11-one",0,DB14792,investigational,AZD-5991,nan,nan,nan,n,nan,nan,nan
7RDY-no-extra,Mrv1572004031622122D,-13.8,-13.8,-13.8,-13.8,0.0,DB06748,drugbank,[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@]3([H])CC[C@@]21C)[C@](C)(CCC=C(C)C)O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C53H90O22/c1-23(2)10-9-14-53(8,75-47-43(67)39(63)37(61)29(72-47)22-69-45-41(65)34(58)26(57)21-68-45)24-11-16-52(7)33(24)25(56)18-31-50(5)15-13-32(49(3,4)30(50)12-17-51(31,52)6)73-48-44(40(64)36(60)28(20-55)71-48)74-46-42(66)38(62)35(59)27(19-54)70-46/h10,24-48,54-67H,9,11-22H2,1-8H3/t24-,25+,26-,27+,28+,29+,30-,31+,32-,33-,34-,35+,36+,37+,38-,39-,40-,41+,42+,43+,44+,45-,46-,47-,48-,50-,51+,52+,53-/m0/s1",NODILNFGTFIURN-GZPRDHCNSA-N,C53H90O22,1079.281,1078.592374538,22,165,116.98510814442241,0,14,0,0,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-{[(1R,2R,5S,7R,10R,11R,14S,15R,16R)-16-hydroxy-2,6,6,10,11-pentamethyl-14-[(2S)-6-methyl-2-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxy}methyl)oxan-2-yl]oxy}hept-5-en-2-yl]tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxy}-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",-0.02,-0.9210698356666672,-3.14,1,8,0,12.186237607957729,11.752724815252483,-3.6486743719488306,357.06000000000006,260.9266000000001,15,0,7.84e-01 g/l,"(2S,3R,4S,5S,6R)-2-{[(2R,3R,4S,5S,6R)-4,5-dihydroxy-2-{[(1R,2R,5S,7R,10R,11R,14S,15R,16R)-16-hydroxy-2,6,6,10,11-pentamethyl-14-[(2S)-6-methyl-2-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxy}methyl)oxan-2-yl]oxy}hept-5-en-2-yl]tetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-yl]oxy}-6-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",0,DB06748,nutraceutical,Ginsenoside C,ginsenoside Rb2,nan,nan,n,nan,nan,nan
