,proteinID,ligandID,mean,median,max,min,var
22,7RDX-no-extra,Mrv1909-05201915052D-1704021549512,-14.134090909090908,-14.15,-13.8,-14.5,0.10136892177589801
23,7RDX-zinc,Mrv1652310201622512D,-14.090909090909092,-14.1,-14.0,-14.1,0.0008456659619450036
24,7RDX-zinc,Lupeol,-14.05,-14.05,-13.0,-15.1,1.128139534883721
25,7RDX-no-extra,1199,-13.977272727272727,-14.0,-13.6,-14.3,0.10784355179704087
26,7RDX-zinc,Mrv1909-07282220332D,-13.95,-13.95,-13.1,-14.8,0.7393023255813955
27,7RDX-no-extra,Mrv0541-02231216492D-1704021539189,-13.943181818181818,-13.95,-13.6,-14.3,0.11553382663847693
28,7RDX-zinc,Mrv1909-12171921492D,-13.931034482758621,-14.4,-13.3,-14.4,0.2815024630541866
29,7RDX-zinc,Mrv1572004101615042D,-13.893181818181818,-13.899999999999999,-13.6,-14.1,0.04437103594080325
30,7RDX-no-extra,Mrv0541-04191212112D,-13.745454545454544,-13.75,-13.5,-13.9,0.024862579281184134
31,7RDX-no-extra,Mrv1909-05201914582D-1704021549449,-13.743181818181819,-13.7,-13.4,-14.0,0.06344080338266363
32,7RDX-no-extra,Mrv1572004221603222D,-13.740909090909092,-13.7,-12.4,-15.1,1.5885200845665957
33,7RDX-no-extra,Mrv1652306231722452D-1704021548255,-13.68409090909091,-13.7,-12.8,-14.6,0.7929968287526435
34,7RDX-no-extra,Mrv1652310211604252D-1704021547515,-13.65,-13.649999999999999,-12.7,-14.6,0.9234883720930236
35,7RDX-no-extra,Mrv1909-05212117472D,-13.634090909090908,-13.6,-13.6,-13.8,0.0027642706131077613
36,7RDX-no-extra,Mrv1909-05201915082D-1704021549536,-13.611363636363636,-13.65,-13.4,-13.9,0.03917019027484159
37,7RDX-no-extra,E04,-13.6,-13.6,-12.5,-14.7,1.2381395348837194
38,7RDX-no-extra,Mrv1572012161520342D,-13.6,-13.6,-12.7,-14.5,0.8288372093023261
39,7RDX-no-extra,Mrv1652310201623072D-1704021546258,-13.595454545454544,-13.6,-13.4,-13.7,0.011606765327695508
40,7RDX-no-extra,Mrv1909-08212014252D,-13.588636363636363,-13.649999999999999,-11.3,-15.1,2.386146934460887
41,7RDX-zinc,Mrv1652306131722012D-1704021542073,-13.584090909090907,-13.55,-13.1,-14.1,0.2409038054968281
42,7RDX-no-extra,Mrv1652310211600172D,-13.481818181818182,-13.45,-12.1,-14.7,1.498731501057074
43,7RDX-no-extra,Mrv0541-04191212172D,-13.47272727272727,-13.45,-12.5,-14.5,0.9694714587737835
44,7RDX-no-extra,Mrv1909-10112218212D,-13.393181818181818,-13.4,-12.2,-14.5,1.2541384778012679
45,7RDX-zinc,Mrv1652310211600202D-1704021546784,-13.393181818181818,-13.0,-12.8,-14.0,0.28948731501056996
46,7RDX-zinc,Mrv1909-09142016392D,-13.35,-13.35,-12.0,-14.7,1.8648837209302302
47,7RDX-zinc,Mrv1909-09102114432D,-13.3,-13.3,-12.0,-14.6,1.7293023255813973
48,7RDX-zinc,Mrv1909-03072017262D,-13.3,-13.3,-12.0,-14.6,1.7293023255813946
49,7RDX-zinc,Mrv1909-12152020022D-1704021550328,-13.218181818181819,-13.2,-12.9,-13.7,0.10570824524312905
50,7RDX-zinc,Mrv1909-10112218422D,-13.202272727272726,-13.15,-12.9,-13.6,0.09418076109936548
51,7RDX-no-extra,Mrv1652310201623482D-1704021546611,-13.2,-13.2,-12.7,-13.7,0.25581395348837166
52,7RDX-no-extra,Mrv1909-03182218372D,-13.19772727272727,-13.2,-11.5,-14.8,2.324413319238902
53,7RDX-zinc,Mrv1572004111623132D,-13.179545454545455,-13.1,-12.2,-14.2,0.9835253699788588
54,7RDX-no-extra,Mrv1909-09132216432D-1704021550567,-13.15227272727273,-13.2,-11.6,-14.5,1.8634830866807637
55,7RDX-zinc,Mrv1909-05212014182D,-13.1,-13.100000000000001,-12.9,-13.3,0.040930232558139754
56,7RDX-no-extra,Mrv1909-03022014522D,-13.1,-13.100000000000001,-11.9,-14.3,1.4734883720930254
57,7RDX-no-extra,Mrv1909-05141920162D,-13.02727272727273,-13.0,-11.6,-14.4,1.8917970401691364
58,7RDX-no-extra,Mrv1909-12231902552D,-13.009090909090908,-13.0,-12.6,-13.4,0.13433403805496782
59,7RDX-no-extra,Mrv1652310211601282D,-13.0,-13.0,-11.9,-14.1,1.2381395348837194
60,7RDX-zinc,Mrv0541-05041401352D,-12.952272727272726,-12.95,-11.7,-14.2,1.5709249471458757
61,7RDX-no-extra,Mrv1652305011717592D,-12.95,-12.95,-12.5,-13.4,0.20720930232558166
62,7RDX-zinc,Mrv1909-02102018162D,-12.945454545454545,-13.0,-12.1,-13.7,0.5834672304439753
63,7RDX-no-extra,Mrv1652310211604462D,-12.927272727272726,-12.9,-12.4,-13.5,0.28575052854122573
64,7RDX-zinc,Mrv1652310201623012D-1704021546192,-12.611363636363636,-12.6,-11.9,-13.2,0.35126321353065465
65,7RDX-no-extra,Mrv1652310211600112D-1704021546740,-12.556818181818182,-12.55,-12.0,-13.2,0.3178594080338273
66,7RDX-zinc,Mrv1572001261621122D,-12.502272727272727,-12.5,-11.9,-13.2,0.3713900634249473
67,7RDX-zinc,Mrv1909-12181921482D,-12.5,-12.5,-11.6,-13.4,0.8288372093023261
68,7RDX-no-extra,Mrv1652306231722482D,-12.468181818181819,-12.5,-11.4,-13.6,1.1003594080338266
69,7RDX-no-extra,Mrv1652310211602442D-1704021547279,-12.40227272727273,-12.4,-11.8,-13.1,0.26906448202959843
70,7RDX-no-extra,Mrv1718009221814542D,-12.372727272727273,-12.35,-11.4,-13.4,0.7904016913319238
